#Title: Milky Way Kinematics: Measurements at the Subcentral Point of the 
#       Fourth Quadrant  
#Authors: McClure-Griffiths N.M., Dickey J.M. 
#Table: Measured H I terminalvelocities as a function of Galactic longitude
#       from the SGPS.
#================================================================================
#Byte-by-byte Description of file: datafile1.txt
#--------------------------------------------------------------------------------
#   Bytes Format Units Label  Explanations
#--------------------------------------------------------------------------------
#   1-  7 F7.3   deg   GLON   Galactic longitude 
#   9- 15 F7.2   km/s  VLSR   Measured H I terminal LSR velocity 
#  17- 23 F7.2   km/s  VMod   Modeled H I terminal LSR velocity (1)  
#--------------------------------------------------------------------------------
#Note (1): Predicted by the rotation curve defined in Equation 6.
#--------------------------------------------------------------------------------
304.495  -50.46  -47.55 
304.428  -50.62  -47.43 
304.362  -49.78  -47.31 
304.295  -51.18  -47.19 
304.228  -50.79  -47.08 
304.162  -51.38  -46.96 
304.095  -52.34  -46.84 
304.028  -52.09  -46.73 
303.962  -52.09  -46.61 
303.895  -51.63  -46.49 
303.828  -51.56  -46.38 
303.762  -52.01  -46.26 
303.695  -52.08  -46.14 
303.628  -51.52  -46.03 
303.562  -51.44  -45.91 
303.495  -51.68  -45.80 
303.428  -51.11  -45.68 
303.362  -50.76  -45.57 
303.295  -52.13  -45.46 
303.228  -51.61  -45.34 
303.162  -51.85  -45.23 
303.095  -51.14  -45.11 
303.028  -52.03  -45.00 
302.962  -50.87  -44.89 
302.895  -50.61  -44.77 
302.828  -50.36  -44.66 
302.762  -50.23  -44.55 
302.695  -50.00  -44.43 
302.628  -50.69  -44.32 
302.562  -50.45  -44.21 
302.495  -50.08  -44.10 
302.428  -49.30  -43.99 
302.362  -49.66  -43.87 
302.295  -48.57  -43.76 
302.228  -49.36  -43.65 
302.162  -48.37  -43.54 
302.095  -49.56  -43.43 
302.028  -48.86  -43.32 
301.962  -48.29  -43.21 
301.895  -48.83  -43.10 
301.828  -47.19  -42.99 
301.762  -48.63  -42.88 
301.695  -46.64  -42.77 
301.628  -47.24  -42.66 
301.562  -46.21  -42.55 
301.495  -47.73  -42.44 
301.428  -47.48  -42.33 
301.362  -43.88  -42.22 
301.295  -44.89  -42.12 
